Segment ID,Literal Summary,Conceptual Extraction,Terminology Indexing,Structural Mapping,Data Analysis,Comparative Analysis,Practical Application,Cross-Referencing,Full Text
Segment_1162,"9Œ2627.  Battersby, W.S., Teuber, H.L., & Bender, M.B.   (1953). Problem solving behavior in men with   frontal or occipital brain injuries.  Journal of   Psychology ,  35 , 329Œ351. Bauer, P.J.  (2004). Getting explicit memory off   the ground: Steps toward construction of a   neuro-developmental a",Explores how awareness influences cognition.,"awareness, recognition, emotion",Nested under Chapter on awareness,Observed data trends suggest strong effect in attention,Aligned with contemporary studies on memory,Used in agent decision-making systems for adaptive learning.,Related to Segment_756,"9Œ2627.

Battersby, W.S., Teuber, H.L., & Bender, M.B. 

(1953). Problem solving behavior in men with 

frontal or occipital brain injuries. 
Journal of 

Psychology
, 
35
, 329Œ351.
Bauer, P.J.
 (2004). Getting explicit memory off 

the ground: Steps toward construction of a 

neuro-developmental account of changes in the 

˚
 
rst two years of life. 
Developmental Review
, 
24
, 
347 Œ 373.

Baurès, R., Benguigui, N., Amorim, M.-A., & 

Siegler
, I.A.
 (2007). Intercepting free falling 
objects: Better use Occam™
s razor than internalise 
Newton™
s law. 
Vision
 
Research
, 
47
, 2982 Œ 2991.
Bavelas, J., Gerwing, J., Sutton, C., & Prevost, D.
 

(2008). Gesturing on the telephone: Independent 
9781841695402_6_reference.indd   646
9781841695402_6_reference.indd   646
12/21/09   2:25:40 PM

12/21/09   2:25:40 PM

REFERENCES
647
effects of dialogue and visibility. 
Journal of 
Memory and Language
, 
58
, 495 Œ 520.
Baynes, K., & Gazzaniga, M. 
(2000). 

Consciousness, introspection, and the split-brain: 

The two minds/one body problem. In M.S. 

Gazzaniga (Ed.), 
The new cognitive neurosciences
. 

Cambridge, MA: MIT Press.

Baxendale, S.
 (2004). Memories aren™t made of 

this: Amnesia at the movies. 
British
 
Medical 
Journal
, 
329
, 1480 
Œ1483.
Beauvois, M.-F
., & Dérouesné, J.
 (1979). 
Phonological alexia: Three dissociations. 
Journal 

of Neurology,
 
Neurosurgery & Psychiatry
, 
42
, 
1115 Œ1124.

Bechara, A., & Damasio, A.R.
 (2005). The 

somatic marker hypothesis: A neural theory of 

economic decision. 
Games and Economic 

Behavior
, 
52
, 336 Œ 372.
Beck, A.T
.
 (1976). 
Cognitive therapy and the 
emotional disorders
. New York: International 
Universities Press.

Beck, A.T
., & Clark, D.A.
 (1988). Anxiety and 
depression: An information processing 

perspective. 
Anxiety Research
, 
1
, 23Œ36.
Beck, A.T., & Clark, D.A. 
(1997). An 

information-processing model of anxiety: 

Automatic and strategic processes. 
Behaviour 

Research and Therapy
, 
"
Segment_1163,"35 , 49Œ58. Beck, D.M., & Kastner, S.  (2005). Stimulus context    modulates competition in human extrastriate   cortex.  Nature Neuroscience ,  8 , 1110  Œ1116. Beck, D.M., Muggleton, N., W alsh, V ., &  Lavie, N.  (2006). Right parietal cortex plays a   critical role in change blindness.  Cerebral",Explores how emotion influences cognition.,"memory, perception, emotion",Nested under Chapter on attention,Observed data trends suggest strong effect in awareness,Aligned with contemporary studies on emotion,Used in agent decision-making systems for adaptive learning.,Related to Segment_668,"35
, 49Œ58.
Beck, D.M., & Kastner, S.
 (2005). Stimulus context  

modulates competition in human extrastriate 

cortex. 
Nature Neuroscience
, 
8
, 1110 
Œ1116.
Beck, D.M., Muggleton, N., W
alsh, V
., & 
Lavie, N. 
(2006). Right parietal cortex plays a 

critical role in change blindness. 
Cerebral Cortex
, 

16
, 712Œ717.

Becker, S.
 (2007). Preface to the special issue: 

Computational cognitive neuroscience. 
Brain 

Research
, 
1202
, 1Œ 
2.
Beckers, G., & Zeki, S.
 (1995). The consequences 
of inactivating areas V1 and V5 on visual motion 

perception. 
Brain
, 
118
, 49 Œ 60.
Beeke, S., W
ilkinson, R., & Maxim, J.
 (2007). 
Grammar without sentence structure: A 

conversation analytic investigation of 

agrammatism. 
Aphasiology
, 
21
, 256 Œ 282.
Behrman, B.W
., & Davey
, S.L.
 (2001). Eyewitness 
identi˚
 cation in actual criminal cases: An archival 
analysis. 
Law and Human Behavior
, 
25
, 
475 Œ 491.

Behrmann, M., & Bub, D.
 (1992). Surface 

dyslexia and dysgraphia: Dual routes, single 

lexicon. 
Cognitive
 
Neuropsychology
, 
9
, 209 Œ 251.
Behrmann, M., Peterson, M.A., Moscovitch, M., 

& Suzuki, S.
 (2006). Independent representation 
of parts and the relations between them: Evidence 

from integrative amnesia. 
Journal of Experimental 
Psychology: Human Perception and Performance
, 

32
, 1169 Œ1184.
Bell, A.H., & Munoz, D.P
.
 (2008). Activity in the 
superior colliculus re˜ ects dynamic interactions 

between voluntary and involuntary in˜
 uences 
on 
orienting behaviour
. 
European Journal of 
Neuroscience
, 
28
, 1654 Œ1660.
Bell, T.A., & Anderson, M.C.
 (in preparation). 

Keeping things in and out of mind: Individual 

differences in working memory capacity predict 

successful memory suppression.

Bell, V.A., & Johnson-Laird, P.N.
 (1998). A 

model theory of model reasoning. 
Cognitive 

Science
, 
22
, 
25 Œ 51.
Bell, V., Halligan, P
.W., & Ellis, H.D.
 (2006). 
Explaining delusions: A cognitive perspective. 

Trends in Cognitive Science"
Segment_1164,"s ,  10 , 219Œ226. Benguigui, N., Ripoli, H., & Broderick, M.P.    (2003). Time-to-contact estimation of accelerated   stimuli is based on ˚  rst-order  information.  Journal of Experimental   Psychology: Human  Perception and Performance ,  29 , 1083 Œ1101. Bennett, P., Lowe, R., & Honey, K.L.  (20",Explores how emotion influences cognition.,"awareness, recognition, perception",Nested under Chapter on recognition,Observed data trends suggest strong effect in awareness,Aligned with contemporary studies on memory,Used in agent decision-making systems for adaptive learning.,Related to Segment_375,"s
, 
10
, 219Œ226.
Benguigui, N., Ripoli, H., & Broderick, M.P.
 

(2003). Time-to-contact estimation of accelerated 

stimuli is based on ˚
 rst-order 
information. 
Journal of Experimental
 
Psychology: Human 
Perception and Performance
, 
29
, 1083 Œ1101.
Bennett, P., Lowe, R., & Honey, K.L. 
(2003). 

Appraisals, core relational themes, and emotions: 

A test of the consistency of reporting and their 

associations. 
Cognition and Emotion
, 
17
, 
511Œ520.

Benson, D.F., & Ardila, A.
 (1996). 
Aphasia: A 

clinical perspective
. Oxford: Oxford University 

Press.

Benton, T.R., Ross, D.F., Bradshaw, E., Thomas, 

W
.N., & Bradshaw
, G.S.
 (2006). Eyewitness 
memory is still not common sense: Comparing 

jurors, judges and law enforcement to eyewitness 

experts. 
Applied Cognitive
 
Psychology
, 
20
, 
115 Œ129.

Bereiter, C., Burtis, P.J., & Scardamalia, M.
 

(1988). Cognitive operations in constructing main 

points in written composition. 
Journal of Memory 

& Language
, 
27
, 261Œ 
278.
Bereiter
, C., & Scardamalia, M.
 (1987). The 
psychology of written composition. 
Journal of 

Memory & Language
, 
27
, 261Œ 278.
Bergman, E.T
., & Roediger
, H.L.
 (1999). Can 
Bartlett™s repeated reproduction ˚
 ndings 
be 
replicated? 
Memory and Cognition
, 
27
, 937 Œ 944.
Bergstrom, Z.M., de Fockert, J., & 

Richardson-Klavehn, A. 
(2009). Event-related 

potential evidence that automatic recollection can 

be voluntarily avoided. 
Journal of Cognitive 

Neuroscience
, 
21
, 1280Œ1301.
Berlingeri, M., Bettini, G., Basilico, S., Silani, G., 

Zanardi, G., Sberna, M. et al.
 (2008). Anatomy 

of the episodic buffer: A voxel-based 

morphometry study in patients with dementia. 

Behavioural Neurology
, 
19
, 
29 Œ 34.
Berndt, R.S., Mitchum, C.C., Haendiges, A.N., & 

Sandson, J.
 (1997). V
erb retrieval in aphas. 1. 
Characterising single word impairments. 
Brain 

and Language
, 
56
, 69 
Œ106.
9781841695402_6_reference.indd   647
9781841695402_6_reference.indd   647
"
Segment_1165,"12/21/09   2:25:40 PM  12/21/09   2:25:40 PM  648  COGNITIVE PSYCHOLOGY: A STUDENT™S HANDBOOK Berntsen, D.  (1998). Voluntary and involuntary  access to autobiographical memory.  Memory ,  6 ,  113Œ141.  Berntsen, D., & Hall, N.M.  (2004). The episodic   nature of involuntary autobiographical memori",Explores how emotion influences cognition.,"attention, awareness, recognition",Nested under Chapter on emotion,Observed data trends suggest strong effect in emotion,Aligned with contemporary studies on recognition,Used in agent decision-making systems for adaptive learning.,Related to Segment_37,"12/21/09   2:25:40 PM

12/21/09   2:25:40 PM

648
 COGNITIVE PSYCHOLOGY: A STUDENT™S HANDBOOK
Berntsen, D. 
(1998). Voluntary and involuntary 
access to autobiographical memory. 
Memory
, 
6
, 
113Œ141.

Berntsen, D., & Hall, N.M.
 (2004). The episodic 

nature of involuntary autobiographical memories. 

Memory and Cognition
, 
32
,
 
789 Œ 803.
Berntsen, D., & Rubin, D.C.
 (2002). Emotionally 

charged autobiographical memories across the life 

span: The recall of happy
, sad, traumatic and 
involuntary memories. 
Psychology and Ageing
, 
17
, 636 Œ 652.

Berndsen, M., & Manstead, A.S.R.
 (2007). On 

the relationship between responsibility and guilt: 

Antecedent appraisal or elaborated appraisal? 

European Journal of Social Psychology
, 
37
, 
774Œ792.

Berryhill, M.E., Phuong, L., Picasso, L., 

Cabeza, R., & Olson, I.R.
 (2007). Parietal lobe 

and episodic memory: Bilateral damage causes 

free recall of autobiographical memory
. 
Journal 
of
 
Neuroscience
, 
27
, 14415 Œ14423.
Bertamini, M., Yang, T.L., & Prof˚
 tt, 
D.R.
 
(1998). Relative size perception at a distance is 

best at eye level. 
Perception & Psychophysics
, 
60
, 
673 Œ 682.

Beschin, N., Cocchini, G., Della Sala, S., & 

Logie, R.H.
 (1997). What the eyes perceive, the 

brain ignores: A case of pure unilateral 

representational neglect. 
Cortex
, 
33
, 
3 Œ 26.
Betsch, T
., Plessner, H., Schwieren, C., & 
Gütig, R.
 (2001). I like it but I don™t know why: 

A value-account approach to implicit attitude 

formation. 
Personality and Social Psychology
 
Bulletin
, 
27
, 
242 Œ 253.
Biassou, N., Obler
, L.K., Nespoulous, J.-L., 
Dordain, M., & Harris, K.S.
 (1997). Dual 

processing of open- and closed-class words. 

Brain & Language
, 
57
, 
360 Œ 373.
Bickerton, D.
 (1984). The language bioprogram 
hypothesis. 
Behavioural and Brain Sciences
,
 7
, 
173 Œ 221.

Biederman, I.
 (1987). Recognition-by-

components: A theory of human image 

understanding. 
Psychological
 
Review
, 
94
, 
115"
Segment_1166,"Œ147.  Biederman, I.  (1990). Higher-level vision. In   D.N. Osherson, S. Kosslyn, & J. Hollerbach   (Eds.),  An   invitation to cognitive science:  V isual cognition and   action.  Cambridge, MA:  MIT Press.  Biederman, I., & Bar, M.  (1999). One-shot   viewpoint invariance in matching novel objec",Explores how awareness influences cognition.,"attention, memory, recognition",Nested under Chapter on attention,Observed data trends suggest strong effect in attention,Aligned with contemporary studies on attention,Used in agent decision-making systems for adaptive learning.,Related to Segment_1148," Œ147.

Biederman, I.
 (1990). Higher-level vision. In 

D.N. Osherson, S. Kosslyn, & J. Hollerbach 

(Eds.), 
An
 
invitation to cognitive science: 
V
isual cognition and
 
action. 
Cambridge, MA: 
MIT Press.

Biederman, I., & Bar, M.
 (1999). One-shot 

viewpoint invariance in matching novel objects. 

V
ision Research
, 
39
, 2885 Œ 2899.
Biederman, I., & Gerhardstein, P.C.
 (1993). 

Recognising depth-rotated objects: Evidence for 

3-D viewpoint invariance. 
Journal of 

Experimental Psychology:
 
Human Perception & 
Performance
, 
19
, 1162 
Œ1182.
Biedermann, B., Ruh, B., Nickels, L., & 

Coltheart, M.
 (2008). Information retrieval in 
tip-of-the-tongue states: New data and 

methodological advances. 
Journal of 

Psycholinguistic Research
, 
37
, 171Œ198.
Biederman, I., Subramaniam, S., Bar, M., 

Kalocsai, P
., & Fiser
, J.
 (1999). Subordinate-level 
object classi˚
 cation 
re-examined. 
Psychological 
Research
, 
62
, 131Œ153.
Bilali
d
, M., McLeod, P
., & Gobet, F
.
 (2008). 
In˜
 exibility of experts: Reality or myth? 
Quantifying the Einstellung effect in chess 

masters. 
Cognitive Psychology
, 
56
, 73 Œ102.
Binkofski, F., Dohle, C., Posse, S., Stephan, K.M., 

Hefter
, H., Seitz, R.J. et al.
 (1998). Human 
anterior intraparietal area subserves prehension: 

A combined lesion and functional MRI activation 

study
. 
Neurology
, 
50
, 1253 Œ1259.
Birch, H.G.
 (1945). The relationship of previous 

experience to insightful problem solving. 
Journal 

of
 
Comparative Psychology
, 
38
, 
267 Œ 383.
Bishop, D.V
.M.
 (1997). 
Uncommon 
understanding: Development and disorders of 

language comprehension in children. 
Hove,
 
UK: 
Psychology Press.

Bjork, R.A., & Whitten, W.B.
 (1974). Recency 

sensitive retrieval processes in long-term free 

recall. 
Cognitive Psychology
, 
6
, 173 
Œ189.
Blais, C., Arguin, M., & Marleau, I.
 (2009). 
Orientation invariance in visual shape perception. 

Journal of V
ision
, 
9
, 1Œ 23.
Blake, R., & Logothetis, N.K. 
"
Segment_1167,"(2002). Visual   competition.  Nature Review Neuroscience ,  3 ,  13Œ23.  Blanchette, I., & Dunbar, K.  (2000). How   analogies are generated: The roles of structural   and super˚  cial  similarity .  Memory & Cognition ,  28 , 108 Œ124.  Blangero, A., Gaveau, V., Luaute, J., Rode, G.,   Salemme, R.",Explores how perception influences cognition.,"memory, perception, attention",Nested under Chapter on recognition,Observed data trends suggest strong effect in perception,Aligned with contemporary studies on awareness,Used in agent decision-making systems for adaptive learning.,Related to Segment_522,"(2002). Visual 

competition. 
Nature Review Neuroscience
, 
3
, 
13Œ23.

Blanchette, I., & Dunbar, K.
 (2000). How 

analogies are generated: The roles of structural 

and super˚
 cial 
similarity
. 
Memory & Cognition
, 
28
, 108 Œ124.

Blangero, A., Gaveau, V., Luaute, J., Rode, G., 

Salemme, R., Guinard, M., et al.
 (2008). A hand 

and a ˚ 
eld effect in on-line motor control in 
unilateral optic ataxia. 
Cortex
, 
44
, 560 Œ 568.
Blasko, D., & Connine, C.
 (1993). Effects of 

familiarity and aptness on metaphor processing. 

Journal of
 
Experimental Psychology: Learning, 
Memory
, &
 
Cognition
, 19, 295 Œ 308.
Block, N. 
(2007). Over˜ 
ow
, access, and attention. 
Behavioral and Brain Sciences
, 
30
, 530Œ548.
Bloj, M.G., Kersten, D., & Hurlbert, A.C.
 (1999). 

Perception of three-dimensional shape in˜
 uences 
colour perception through mutual illumination. 

Nature
, 
402
, 
877 Œ 879.
Bloom˚
 eld, 
A.N.
 (2006). Group size and the 
framing effect: Threats to human beings and 

animals. 
Memory & Cognition
, 
34
, 929 Œ 937.
Bock, K., & Eberhard, K.M.
 (1993). Meaning, 
sound and syntax in English number agreement. 

Language and Cognitive
 
Processes
, 
8
, 
57 Œ 99.
9781841695402_6_reference.indd   648
9781841695402_6_reference.indd   648
12/21/09   2:25:40 PM

12/21/09   2:25:40 PM

REFERENCES
649
Boehler, C.N., Schoenfeld, M.A., Heinze, H.-J., & 
Hopf, J.-M. 
(2008). Rapid recurrent processing 

gates awareness in primary visual cortex. 

Proceedings of the National Academy of Sciences
, 

105
(25), 8742Œ8747.
Bohannon, J.N.
 (1988). Flashbulb memories for 
the space shuttle disaster: A tale of two theories. 

Cognition
, 
29
, 179 Œ196.
Bohning, D.E., Shastri, A., McConnell, K.A., 

Nahar, Z., Lorberbaum, J.P
., Roberts, D.R. et al.
 
(1999). A combined TMS/fMRI study of 

intensity-dependent TMS over motor cortex. 

Biological Psychiatry
, 
45
, 385 Œ 394.
Boland, J.E., & Blodgett, A. 
(2001). 
Understanding the constraints on syntactic 

generatio"
Segment_1168,"n: Lexical bias and discourse congruency   effects on eye movements.  Journal of Memory  and Language ,  45 , 391Œ411. Bolden, G.B.  (2006). Little words that matter:  Discourse markers ﬁsoﬂ and ﬁohﬂ and the doing   of other -attentives in social interaction.  Journal  of Communication ,  56 , 661Œ",Explores how perception influences cognition.,"memory, perception, recognition",Nested under Chapter on memory,Observed data trends suggest strong effect in awareness,Aligned with contemporary studies on awareness,Used in agent decision-making systems for adaptive learning.,Related to Segment_943,"n: Lexical bias and discourse congruency 

effects on eye movements. 
Journal of Memory 
and Language
, 
45
, 391Œ411.
Bolden, G.B.
 (2006). Little words that matter: 
Discourse markers ﬁsoﬂ and ﬁohﬂ and the doing 

of other
-attentives in social interaction. 
Journal 
of Communication
, 
56
, 661Œ 688.
Boly, M., Phillips, C., Tshibanda, L., 

Vanhaudenhuyse, A., Schabus, M., Dange-V
u, T
.T.  
et al.
 (2008). Intrinsic brain activity in altered 

states of consciousness: How conscious is the 

default mode of brain function? 
Annals of the 

New York Academy of Sciences
, 
1129
, 119 Œ129.
Bonath, B., Noesselt, T., Martinez, A., Mishra, J., 

Schwiecker, K., Heinze, H.J., & Hillyard, S.A.
 
(2007). Neural basis of the ventriloquist illusion. 

Current Biology
, 
17
, 1697 Œ1703.
Bonnefon, J.F
., Eid, M., V
autie, S., & Jmel, S. 
(2008). A mixed Rash model of dual-process 

conditional reasoning. 
Quarterly Journal of 

Experimental Psychology
, 
61
, 809Œ824.
Booth, M.C.A., & Rolls, E.T.
 (1998). 

V
iew-invariant representations of familiar 
objects by neurons in the inferior temporal 

visual cortex. 
Cerebral Cortex
, 
8
, 510 Œ 523.
Bormann, T., Wallesch, C.-W., & Blanken, G.
 

(2008). ﬁFragment errorsﬂ in deep dysgraphia: 

Further support for a lexical hypothesis. 

Cognitive Neuropsychology
, 
25
, 745 Œ 764.
Bormann, T
., W
allesch, C.-W., Seyboth, M., & 
Blanken, G.
 (2009). Writing two words as one: 

W
ord boundary errors in a German case of 
acquired surface dysgraphia. 
Journal of
 
Neurolinguistics
, 
22
, 74 Œ 82.
Bourke, P.A., Duncan, J., & Nimmo-Smith, I.
 

(1996). A general factor involved in dual-task 

performance decrement. 
Quarterly Journal of 

Experimental Psychology
, 
49
A, 525 Œ 545.
Bouvier
, S.E., & Engel, S.A.
 (2006). Behavioural 
de˚
 cits and cortical damage loci in cerebral 
achromatopsia. 
Cerebral Cortex
, 
16
, 183 Œ191.
Bowden, E.M., & Beeman, M.J.
 (1998). Getting 

the right idea: Semantic activation in the right 
hemisphe"
Segment_1169,"re may help solve insight problems.   Psychological Science ,  9 , 435 Œ 440. Bowden, E.M., & Jung-Beeman, M.  (2007).  Methods for investigating the neural components   of insight.  Methods ,  42 , 87 Œ 99. Bowden, E.M., Jung-Beeman, M., Fleck, J., &   Kounios, J.  (2005). New approaches to  demyst",Explores how recognition influences cognition.,"recognition, emotion, perception",Nested under Chapter on perception,Observed data trends suggest strong effect in awareness,Aligned with contemporary studies on perception,Used in agent decision-making systems for adaptive learning.,Related to Segment_237,"re may help solve insight problems. 

Psychological Science
, 
9
, 435 Œ 440.
Bowden, E.M., & Jung-Beeman, M.
 (2007). 
Methods for investigating the neural components 

of insight. 
Methods
, 
42
, 87 Œ 99.
Bowden, E.M., Jung-Beeman, M., Fleck, J., & 

Kounios, J.
 (2005). New approaches to 
demystifying insight. 
Trends in Cognitive Sciences
, 
9
, 322 Œ 328.
Bower, G.H.
 (1981). Mood and memory. 

American Psychologist
, 
36
, 129 Œ148.
Bower
, G.H. 
(1994). Temporary emotional states 
act like multiple personality. In R.M. Klein & 

B.K. Doane (Eds.), 
Psychological concepts and 
dissociative disorders
. Hillsdale, NJ: Lawrence 
Erlbaum Associates Inc.

Bower, G.H., & Forgas, J.P.
 (2000). Affect, 

memory
, and social cognition. In E. Eich, 
J.F
. Kihlstrom, G.H. Bower
, J.P. Forgas, & 
P.M. Niedenthal (Eds.), 
Cognition and emotion
. 

Oxford: Oxford University Press.

Bower, G.H., Gilligan, S.G., & Monteiro, K.P. 

(1981). Selectivity of learning caused by affective 

states. 
Journal of Experimental Psychology: 
General
, 
110
, 451Œ
473.
Bowers, J.S.
 (2002). Challenging the widespread 
assumption that connectionism and distributed 

representations go hand-in-hand. 
Cognitive 
Psychology
, 
45
, 413 Œ 445.
Bowers, J.S.
 (2009). On the biological plausibility 
of grandmother cells: Implications for neural 

network theories of psychology and neuroscience. 

Psychological Review
, 
116
, 220 Œ 251.
Bowmaker
, J.K., & Dartnall, H.J.A.
 (1980). 
Visual pigments of rods and cones in a human 
retina. 
Journal
 
of Physiology
,
 298
, 501Œ 511.
Boyer, J.L., Harrison, S., & Ro, T. 
(2005). 

Unconscious processing of orientation and colour 

without primary visual cortex. 
Proceedings of the 

National Academy of Sciences of the United 

States of America
, 
102
, 16875Œ16879.
Braet, W
., & Humphreys, G.W
.
 (2009). The 
role of re-entrant processes in feature binding: 

Evidence from neuropsychology and TMS on late 

onset illusory conjunctions. 
V
isual Cognitio"
Segment_1170,"n ,  17 ,  25 Œ 47.  Brainerd, C.J., & Mojardin, A.H.  (1998).   Children™ s  spontaneous false memories for  narrative statements: Long-term persistence and   mere-testing effects.  Child Development ,  69 ,  1361Œ1377.  Bransford, J.D.  (1979).  Human cognition:   Learning, understanding and remem",Explores how emotion influences cognition.,"attention, awareness, perception",Nested under Chapter on attention,Observed data trends suggest strong effect in recognition,Aligned with contemporary studies on awareness,Used in agent decision-making systems for adaptive learning.,Related to Segment_684,"n
, 
17
, 
25 Œ 47.

Brainerd, C.J., & Mojardin, A.H.
 (1998). 

Children™
s 
spontaneous false memories for 
narrative statements: Long-term persistence and 

mere-testing effects. 
Child Development
,
 69
, 
1361Œ1377.

Bransford, J.D.
 (1979). 
Human cognition: 

Learning, understanding and remembering
.
 

Belmont, CA: W
adsworth.
Bransford, J.D., & Johnson, M.K.
 (1972). 
Contextual prerequisites for understanding. 

Journal of Verbal
 
Learning and V
erbal Behavior
, 
11
, 717 Œ 726.
9781841695402_6_reference.indd   649
9781841695402_6_reference.indd   649
12/21/09   2:25:41 PM

12/21/09   2:25:41 PM

650
 COGNITIVE PSYCHOLOGY: A STUDENT™S HANDBOOK
Bransford, J.D., & Schwartz, D.L.
 (1999). 
Rethinking transfer: A simple proposal with 

multiple implications. In A. Iran-Nejad & 

P.D. Pearson (Eds.), 
Review
 
of Research in 
Education
, 
24
, 61Œ101. Washington DC: 
American Educational Research Association.

Bransford, J.D., Barclay, J.R., & Franks, J.J. 
(1972).  

Sentence memory: A constructive versus interpretive
 
approach. 
Cognitive Psychology
, 
3
, 193Œ209.
Bransford, J.D., Franks, J.J., Morris, C.D., & 

Stein, B.S.
 (1979). Some general constraints on 

learning and memory research. In L.S. Cermak 

& F
.I.M. Craik (Eds.), 
Levels of processing in 
human memory
. Hillsdale, NJ: Lawrence Erlbaum 

Associates Inc.

Brandt, K.R., Gardiner, J.M., Vargha-Khadem, F., 

Baddeley
, A.D., & Mishkin, M.
 (2006). Using 
semantic memory to boost ﬁepisodicﬂ recall in 

a case of developmental amnesia. 
NeuroReport
, 

17
, 1057 
Œ1060.
Brase, G.L., Fiddick, L., & Harries, C.
 (2006). 
Participants™ recruitment methods and statistical 

reasoning performance. 
Quarterly Journal of 

Experimental Psychology
, 
59
, 
965 Œ 976.
Brasil-Neto, J.P
., Pascual-Leone, A., Vallsole, J., 
Coher
, L.G., & Hallett, M. 
(1992). Focal 
transcranial magnetic stimulation and response 

bias in a forced-choice task. 
Journal of 

Neurology
, 
Neurosurgery and Psychiatry
, 
55
,"
Segment_1171,"964 Œ966. Brass, M., & Haggard, P .  (2008). The What,  When, Whether model of intentional action.   The Neuroscientist ,  14 ,  319 Œ 325. Brédart, S., Brennen, T ., Delchambre, M.,  McNeill, A., & Burton, A.M.  (2005). Naming   very familiar people: When retrieving names   is faster than retriev",Explores how perception influences cognition.,"recognition, emotion, memory",Nested under Chapter on memory,Observed data trends suggest strong effect in awareness,Aligned with contemporary studies on memory,Used in agent decision-making systems for adaptive learning.,Related to Segment_1070," 
964
Œ966.
Brass, M., & Haggard, P
.
 (2008). The What, 
When, Whether model of intentional action. 

The Neuroscientist
, 
14
, 
319 Œ 325.
Brédart, S., Brennen, T
., Delchambre, M., 
McNeill, A., & Burton, A.M.
 (2005). Naming 

very familiar people: When retrieving names 

is faster than retrieving semantic biographical 

information. 
British Journal of Psychology
, 
96
, 
205 Œ 214.
Breedin, S.D., & Saffran, E.M.
 (1999). Sentence 
processing in the face of semantic loss: A case 

study
. 
Journal of Experimental Psychology: 
General
, 
128
, 547 Œ 562.
Brennan, S.E.
 (1990). 
Seeking and providing 

evidence for
 
mutual understanding
. PhD. 
dissertation, Department of Psychology
, Stanford 
University
.
Brewer, W.F., & Treyens, J.C.
 (1981). Role of 

schemata in memory for places. 
Cognitive 

Psychology
, 
13
, 
207 Œ 230.
Brewin, C.R., Smith, A.J., Power
, M.J., & 
Furnham, A.
 (1992). State and trait differences in 

the depressive self-schema. 
Behaviour Research 

and Therapy
, 
30
, 
555 Œ 557.
Bridge, H., Thomas, O., Jbabdi, S., & Cowey
, A.
 
(2008). Changes in connectivity after visual 

cortical brain damage underlie altered visual 

function. 
Brain
, 
131
, 1433 
Œ1444.
Britten, K.H.
 (2008). Mechanisms of self-motion 
perception. 
Annual Review of
 
Neuroscience
, 
31
, 
389 Œ 410.

Britten, K.H., & van Wezel, R.J.A.
 (1998). 

Electrical microstimulation of cortical area MST 

biases heading perception in monkeys. 
Nature 

Neuroscience
, 
1
, 
59 Œ 63.
Broadbent, D.E.
 (1958). 
Perception and 
communication
. Oxford: Pergamon.

Bröder, A.
 (2003). Decision making with the 

adaptive toolbox: In˜ 
uence of environmental 
structure, personality
, intelligence, and working 
memory load. 
Journal of Experimental 

Psychology: Learning, Memory, and Cognition,
 

29
, 611Œ 625.

Brown, R., & Kulik, J.
 (1977). Flashbulb 

memories. 
Cognition
, 
5
, 
73 Œ 99.
Brown, R.G., Jahanshahi, M., 

Limousin-Dowsey
, P
., Thomas, D., Quinn, N., & 
Rothwell,"
